com.sling.txt,-,3786,9.759272291,8065,81.458840072,16269,2321.942522099,4284,11.538821123,9109,115.27154169,18848,3539.561349033,14342,112.864714545,Threshold,Threshold,-,-,3786,61.95249883,Threshold,Threshold,-,-,
com.amtrak.rider.txt,-,1701,4.19625127,3726,6.632763386,7617,91.569803744,1779,4.328817564,3838,8.814340228,7808,132.255614893,11029,201.591649756,Threshold,Threshold,-,-,1702,4.786874491,5526,335.993743306,Threshold,Threshold,
com.buttworkout.buttocksapp.txt,-,3056,7.628981319,5238,35.014068831,9045,682.674951892,3556,8.939797151,6004,73.475738165,10388,1150.827743231,7894,47.805590371,14637,2135.52650354,Threshold,Threshold,3055,18.786988194,Threshold,Threshold,-,-,
au.org.rch.MyRch.txt,-,915,3.642628119,2016,5.00702403,3621,29.520302657,957,3.706882639,2072,5.904850195,3726,36.422024319,1831,4.610571528,4081,23.740761683,7273,309.595942901,915,8.034405387,2967,2594.434479841,Threshold,Threshold,
com.abbott.sh.amplatzer.txt,-,940,4.083681421,1912,4.59478606,3438,12.276306809,1211,4.279569347,2342,6.016040551,4180,33.766209909,2404,5.911795631,4281,37.021059527,8316,429.230801085,940,4.569904733,2649,31.776635028,Threshold,Threshold,
com.aarp.discounts.txt,-,1608,4.73962343,3075,8.733329952,5389,78.416510315,1803,4.965290559,3326,11.606707525,5831,135.338416768,4789,16.220294093,9184,508.006998851,Threshold,Threshold,1608,5.796369376,4636,462.537669995,Threshold,Threshold,
com.apple.movetoios.txt,-,141,1.244822613,221,1.268001907,404,1.49856246,147,1.262213732,228,1.346669491,417,1.641792655,598,1.431228809,855,1.66530874,1223,2.402276511,141,1.324172039,307,1.431333375,1041,4.847531776,
com.betterhelp.txt,-,1222,3.653910985,2240,5.636829078,3849,40.37232814,1605,3.926921094,2869,10.925617996,4970,113.030189572,2951,5.983097565,5341,87.830893032,9097,1057.347249456,1222,4.19650202,3964,620.830548908,Threshold,Threshold,
com.bcbssc.android.careondemand.txt,-,4992,11.921253334,10024,136.771518554,18221,2840.411384402,5862,16.354154078,11533,332.911093278,Threshold,Threshold,18977,535.418100279,Threshold,Threshold,-,-,4989,54.53800552,Threshold,Threshold,-,-,
com.booking.txt,-,14961,179.041574038,31410,3451.497678463,Threshold,Threshold,17609,373.553610974,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,
com.carnival.android.txt,-,1641,4.387843269,2935,6.591653535,5233,57.811213574,3086,5.37276457,6565,52.030381914,12970,852.008282873,15708,374.296167952,Threshold,Threshold,-,-,1641,5.714845132,6161,1636.288364801,Threshold,Threshold,
com.cube.arc.pfa.txt,-,3088,6.482835478,6076,25.834539666,11809,478.882548835,4089,8.304246406,8202,92.432778646,16434,1341.158878591,8092,37.860610335,17001,1444.20506812,Threshold,Threshold,3088,14.196758714,Threshold,Threshold,-,-,
com.MixerStudio.EarSpySuperHearingFREE.txt,-,73,2.071092731,118,2.130390335,200,2.063529981,82,2.005172443,118,2.021701611,200,2.062293002,181,2.05149903,285,2.047098608,460,2.259685173,73,2.09511187,190,2.160348875,738,5.593133789,
com.alivecor.aliveecg.txt,-,9251,39.572977462,Threshold,Threshold,-,-,17478,202.119189775,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,
00007877B9F6860C9901962CC57179FEBC9D8E8F18A783F7DFCF67A0827DF9FA.txt,-,1443,4.921052491,3224,12.121043308,6247,174.147586473,1697,5.501712245,3593,21.397370543,6882,371.107160191,3414,12.987606845,6442,206.869971693,Threshold,Threshold,1443,5.550620174,4191,616.542758502,Threshold,Threshold,
com.disney.mdx.wdw.google.txt,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,7815,540.458031615,Threshold,Threshold,-,-,
com.zhiliaoapp.lively.txt,-,12459,263.990238899,Threshold,Threshold,-,-,15255,548.852303033,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,12188,2332.907708431,Threshold,Threshold,-,-,
com.americanexpress.plenti.txt,-,3682,7.088153778,6728,37.535280192,12685,862.566138928,3849,8.174937818,7021,63.781519212,13207,1359.54683307,20508,2119.134548716,Threshold,Threshold,-,-,3682,24.820450896,Threshold,Threshold,-,-,
com.dailybits.foodjournal.txt,-,54,1.591025459,72,1.654702362,98,1.604298267,54,1.575185657,72,1.635779807,98,1.659528698,108,1.653573591,162,1.619952039,266,1.793617931,54,1.58054976,97,1.674263703,270,1.774603525,
com.dd.doordash.txt,-,6769,28.504710603,13788,1143.162873879,Threshold,Threshold,12071,301.549302846,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,6645,386.986277332,Threshold,Threshold,-,-,
com.aa.android.txt,-,6497,16.310650887,13233,161.701244782,Threshold,Threshold,12300,201.27128812,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,
com.aws.android.tsunami.txt,-,1653,5.079862743,3862,10.158221139,7762,150.741460065,1723,5.377452836,3954,13.987653542,7930,150.348695746,2175,5.317867525,4724,22.287254542,9172,366.008727552,1654,6.729694399,5799,1469.724420695,Threshold,Threshold,
com.disney.wdpro.dlr.txt,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,6681,272.909885026,Threshold,Threshold,-,-,
com.cube.arc.blood.txt,-,3187,6.357519844,6011,16.085063351,10757,284.33013063,3382,7.09899514,6435,31.74391594,11524,380.837301188,9710,84.055270452,19340,2281.350344049,Threshold,Threshold,3187,31.655216105,Threshold,Threshold,-,-,
com.boostmema.android.txt,-,1707,4.332650376,2891,7.216568645,5452,84.661487927,1849,4.489549712,3220,10.35844104,6023,141.382896518,2432,4.866272581,4495,22.00431866,9275,337.154379434,1689,5.644615021,4454,506.754673789,Threshold,Threshold,
app.qrcode.txt,-,1868,4.396056571,3517,10.205842757,6105,114.43107772,2400,5.013266167,4576,22.950289626,7853,284.374972605,4579,12.099006983,8213,195.630628374,13655,2350.155137029,1868,7.790262493,5338,2179.39840077,Threshold,Threshold,
