96,61,1421
31,23,0
6,4,0
11,30,0
192,24,1942
37,0,1
7,4,0
698,0,11
10,2,0
4,19,0
8,6,14
11,26,0
20,31,343
19,8,30
20,23,11
21,0,45
160,66,8
37,6,0
40,1,1
18,2,19
20,0,71
70,13,163
8,0,3
49,15,10
13,263,95
27,7,20
183,1,0
16,6,2
519,59,223
43,16,24
60,6,301
7,1,0
7,5,4
6,34,20
19,7,0
14,19,15
202,47,4085
4,3,0
24,250,590
29,7,0
222,18,3687
35,61,488
36,0,13
218,81,294
144,576,5825
4,0,1
1867,327,916
4,17,4
5,5,0
10,9,15
4,0,17
24,6,4
93,0,1
43,4,0
12,16,4
2009,43,3448
655,70,3017
76,5,166
3,57,33
8,8,0
17,61,68
33,204,80
17,36,3
10,4,54
6,58,31
107,11,64
5,0,1
25,5,7
18,19,0
16,5,27
47,14,23
23,0,288
45,0,204
36,206,234
4,1,0
92,18,0
7,14,55
24,1,286
8,8,0
37,3,820
25,5,114
1083,229,5892
9,10,0
42,43,816
19,6,105
318,43,6934
912,272,1696
39,16,150
41,0,5
19,13,73
15,25,0
18,75,120
4,3,0
5,1,0
14,16,6
11,0,17
27,2,128
52,32,567
54,23,213
322,1780,2290
294,415,5729
7,1,0
4,2,0
1572,36,2081
90,8,3
71,103,392
40,8,65
20,0,34
17,2,59
336,86,0
27,13,21
3,0,3
4,5,12
51,5,0
7,4,0
207,59,490
7,38,15
280,62,223
643,294,276
624,3,3864
421,15,0
199,2,688
21,69,52
4,5,0
99,44,16
22,3,0
10,1,0
5,1,0
43,0,1
126,10,349
56,96,979
70,2,37
6,7,16
310,916,4665
17,12,368
348,457,5802
49,0,153
11,12,0
10,1,0
260,35,2884
21,39,38
112,10,2
71,6,0
6,35,1
328,17,0
5,6,23
2155,96,13530
20,39,56
79,206,3525
5,1,0
237,1769,2675
14,64,48
7,4,0
15,7,0
23,25,0
38,5,0
37,49,140
35,224,513
523,180,207
52,3,52
3,2,2
51,1,13
15,30,17
43,19,168
40,20,0
48,1,15
25,8,1
19,5,32
24,11,0
997,0,1
53,911,2074
12,14,4
4,1,0
10,24,28
47,4,273
10,46,0
4,0,1
11,85,181
13,6,0
19,16,0
127,2,51
28,4,21
27,15,2
36,3,0
1805,395,9263
47,0,144
5,3,0
3719,1450,21034
141,0,60
23,1,459
26,4,0
23,12,803
10,4,3
4,2,0
3,3,18
3627,16,8735
23,52,24
24,15,168
14,2,172
17,71,11
113,149,2622
154,4,2494
33,10,7
40,11,112
3,1,0
18,0,2
202,524,204
44,16,9
14,29,78
2520,15,4031
9,2,8
5,0,2
43,55,17
59,0,2
17,6,20
20,3,23
18,72,266
17,28,105
30,1,66
36,4,126
10,47,12
15,58,10
17,5,32
11,1,50
91,10,5
651,38,3814
91,132,119
6,0,5
26,3,15
9,0,4
3,10,0
28,50,271
26,8,12
43,26,71
31,123,105
177,12,1182
54,13,244
6,0,2
251,2150,2953
39,52,303
12,2,0
12,4,0
8,21,51
49,26,277
30,124,602
131,10,50
44,83,266
4,0,5
56,0,40
15,3,1
2654,6,3054
24,10,9
26,0,6
10,2,0
24,61,44
8,4,0
41,6,70
73,2,324
84,59,1252
7,6,0
32,26,274
5,4,0
40,17,0
228,63,3014
102,33,69
49,89,42
28,3,70
126,220,3898
15,3,2
24,51,149
40,636,314
56,37,362
6,0,1
22,0,1
141,70,1636
4,5,0
3,0,1
44,25,868
22,4,30
11,13,1
89,17,1
133,159,2212
3,3,0
77,46,1290
115,85,537
7,4,1
20,11,1
23,33,77
16,27,14
91,4,0
22,2,171
48,122,1346
5,10,0
14,3,40
46,4,83
16,2,2
211,255,3429
7,39,8
21,72,165
27,7,2
231,45,907
18,1,286
12,243,0
14,0,1
35,3,228
9,5,17
1457,193,1752
17,9,0
100,22,971
28,214,4
5,2,0
16,42,36
6,47,32
9,2,2
81,55,557
2407,17,7756
10,31,62
187,0,4
21,38,23
8,14,46
61,1,0
238,59,223
32,104,57
119,80,1003
23,7,122
49,63,821
246,2020,3031
3,13,2
53,66,484
59,2,1122
82,912,1516
20,3,0
25,10,0
8,6,12
57,6,16
88,12,2
18,29,6
7,2,0
235,766,3216
30,2,2
17,0,136
8,33,65
10,9,12
23,96,266
7,13,0
13,14,9
15,1,0
3,0,1
92,514,575
9,23,19
5,1,4
23,53,0
69,5,58
12,2,0
130,26,2
3907,21,6882
215,34,134
15,4,75
74,12,824
7,14,2
18,2,3
5,10,0
1724,287,3501
61,22,0
11,52,127
2151,13,8976
23,3,0
18,85,406
17,3,73
26,1,77
36,1,31
3,11,0
994,63,409
5,1,0
112,80,1505
67,12,670
27,4,20
45,38,579
9,6,16
39,3,453
5,15,0
51,3,299
14,8,0
49,6,111
155,204,1723
12,5,10
315,3,36
7,0,57
11,4,0
29,34,34
17,9,6
10,32,1
19,170,14
4,2,0
5,2,0
2026,111,1730
410,59,223
73,0,182
106,543,1755
6,15,0
95,4,375
28,5,0
7,6,1
10,5,0
20,8,35
18,43,35
10,30,76
86,23,2658
5,1,20
5,4,0
51,29,8
42,0,1
613,704,1900
6,5,0
25,19,96
13,8,93
40,23,17
23,2,0
24,21,4
15,4,0
13,34,1
32,33,157
18,4,20
22,30,55
21,0,1
10,61,0
173,792,5080
10,5,20
125,10,292
13,19,1
7,10,58
37,4,6
27,163,79
25,9,16
5,26,0
118,31,34
6,89,0
6,4,0
64,10,1
39,12,16
14,4,108
58,5,18
14,2,35
19,18,39
16,40,132
34,403,267
12,22,256
12,0,29
83,1,52
91,9,79
60,14,1171
5,13,0
42,50,197
37,141,1495
21,2,2
38,7,198
15,3,0
12,32,72
459,45,4767
4,2,2
309,105,6732
5,31,0
182,22,1
6,1,11
1050000,57,166
9,80,10
5,3,0
40,54,143
68,25,9
103,570,978
27,164,16
116,192,3884
4,0,1
4493,432,24239
17,86,198
16,4,0
12,4,13
67,0,366
4,0,1
12,21,0
61,110,867
46,69,697
58,194,31
171,8,3255
24,9,169
21,25,384
14,46,27
32,2,0
5,8,6
13,60,0
33,96,0
14,7,16
191,788,3274
84,39,1411
67,8,1210
76,76,1496
24,31,130
352,0,7
7,3,0
765,3,2595
21,18,25
19,147,49
8,5,55
8,32,33
17,9,0
239,832,1933
39,0,307
1054,40,17
5,1,0
43,13,56
4,1,0
126,45,425
16,0,25
83,9,206
3,2,0
17,3,2
49,0,33
6,4,0
19,19,24
55,0,88
10,133,123
101,227,3766
15,7,179
25,5,35
15,9,0
28,34,34
32,14,42
5,7,0
414,26,68
182,0,112
5,11,0
12,45,88
122,335,448
148,6,16
6,18,8
39,14,10
10,6,1
62,5,31
4,3,0
29,2,20
75,6,960
8,30,0
5,2,0
225,59,672
216,43,80
4,10,0
10,34,169
28,0,11
5,2,20
499,99,451
24,28,24
20,0,1
129,3,1563
6,6,10
5,17,24
28,4,0
13,14,0
13,15,0
24,5,2
45,38,396
47,30,10
7,0,10
1770,226,3747
9,3,0
10,36,21
295,212,3584
20,98,378
51,524,913
14,14,51
17,13,47
31,2,0
11,13,40
50,6,0
5,0,1
152,1253,1738
18,1,22
4,0,7
83,59,859
249,29,8
5,10,0
5,13,0
3,2,0
11,19,30
25,86,3
4,0,1
41,35,87
30,14,123
7,14,0
182,6,16
20,5,55
48,74,426
1371,1040,6065
47,5,69
23,1,12
308,1214,3612
72,14,128
112,217,4110
1419,110,7717
6,4,0
13,17,10
5,7,16
21,4,38
5,54,12
4,2,0
57,4,6
49,27,0
1617,130,156
15,22,0
26,42,311
4,0,1
52,0,2
323,2,0
3418,103,1253
30,53,222
50,6,6
18,94,2
23,14,4
20,64,57
49,0,26
90,44,43
60,36,0
53,22,78
176,49,1802
8,1,88
16,6,0
7,15,0
6250,616,10197
27,27,80
32,25,33
17,12,160
6,3,0
8,4,8
57,0,1
41,7,136
8,5,6
30,3,90
136,3,5
5,1,0
27,7,99
244,61,8441
34,5,131
28,17,183
16,6,6
7,0,3
19,0,1
175,0,1
15,22,0
4,0,1
3962,590,11397
13,39,0
41,4,3
16,4,3
108,51,1558
3,2,0
50,6,163
10,11,21
3234,62,9544
126,426,1304
1050000,2,36
597,126,710
114,3,14
12,0,10
6,4,6
11,42,0
24,198,107
7,0,2
7,24,0
63,1,50
27,2,1
28,35,114
34,5,234
6,38,17
17,0,166
22,52,117
269,216,3841
33,86,287
2,1,0
82,30,7
17,118,273
2173,617,3779
25,163,330
406,6,0
33,18,411
32,57,0
1050000,1,7
1542,427,2783
99,6,6
15,44,51
118,1,12
67,12,0
10,6,2
12,0,10
21,29,8
278,508,2736
7,2,22
89,3,46
44,4,478
64,20,29
6,16,5
4,0,1
37,1,0
9,70,11
47,90,954
6,5,9
25,5,0
9906,420,23375
26,205,129
20,76,33
8,61,25
10,12,0
8,9,231
42,15,57
7,4,8
6,14,0
408,1,0
8,46,16
7,8,0
316,14,477
7,8,10
72,760,991
52,24,418
23,7,64
10,9,0
44,44,45
5,116,73
44,23,263
86,274,1661
68,7,263
352,2923,6954
60,15,0
49,17,26
111,0,18
27,12,154
12,12,19
42,4,34
6,2,9
9,0,36
106,8,2
27,61,0
4,5,8
5,1,0
4,0,1
7,9,42
4,4,6
16,5,2
7,74,87
3,4,3
22,20,69
6,5,0
238,168,6044
15,30,210
8,10,7
7,7,4
30,70,74
4448,20,1638
5,6,0
27,52,108
1172,16,1811
24,10,38
10,11,10
163,38,1276
23,6,200
25,13,137
80,74,600
7,51,90
4,3,1
137,3,5
7,3,17
89,9,361
173,21,2604
38,89,42
35,7,63
154,1,1565
20,9,110
22,2,348
31,1,0
114,37,328
17,35,0
24,0,106
19,2,13
7,5,4
14,2,341
3783,54,4501
36,5,173
17,0,11
12,111,96
25,34,23
46,97,66
20,4,72
63,10,4
27,31,62
20,20,0
6,11,2
18,3,0
36,5,145
4,10,0
20,0,1
15,3,0
59,156,2196
195,215,947
19,1,25
177,11,2162
111,2,0
6,7,2
67,96,2461
30,27,396
18,0,6
41,3,25
129,214,4113
5,9,0
37,282,17
21,119,133
8,42,30
180,9,586
15,73,93
19,5,0
32,42,365
92,43,2
54,10,5
5,0,8
17,15,7
30,6,12
28,116,494
121,54,214
66,76,516
20,26,0
4,4,0
4,0,2
680,75,4988
11,1,13
41,6,24
34,11,822
42,0,7
14,16,6
35,6,70
31,33,440
18,25,0
34,13,0
21,24,132
74,3,0
100,172,1352
56,8,0
36,0,525
7,0,3
26,13,70
23,1,26
4,2,0
5,14,36
70,295,1118
150,25,1522
396,161,1154
30,52,6
18,0,7
43,92,406
20,133,4
24,0,4
23,4,12
34,16,117
2005,181,2837
10,4,14
7,3,2
4,8,0
21,25,0
1474,411,5248
35,2,1
206,17,20
35,68,1108
3,1,0
395,60,7719
5,48,0
271,832,1933
7,12,0
113,1,32
10,25,18
63,21,244
10,1,3
5,1,6
15,33,73
63,63,710
3032,41,9567
18,37,226
48,36,33
3,2,0
3,6,0
38,21,277
5,20,0
4,1,0
5,20,26
50,3,0
42,268,348
153,1,1373
66,102,311
14,2,6
105,290,3780
22,28,0
21,31,866
38,8,195
24,7,82
31,5,19
8,2,0
353,2067,2904
8,24,67
262,936,1721
5,61,0
45,75,479
4,3,0
8,23,0
9,3,22
13,7,65
11,13,24
12,2,0
55,33,412
8,37,57
24,4,10
254,215,3778
19,24,6
54,34,286
6,24,62
20,8,2
90,156,2196
106,138,6957
25,12,8
13,2,0
7,0,10
8,20,4
46,66,109
34,27,87
12,25,1
12,13,104
25,40,138
62,17,540
88,10,22
98,65,1412
106,1,15
428,0,8
29,6,0
43,42,243
227,1698,1845
177,14,623
137,5,178
46,4,30
60,25,712
5,0,10
92,0,1
23,14,12
62,7,123
31,13,121
13,0,19
32,11,313
6,6,11
1244,136,429
528,15,3873
12,7,3
23,30,7
103,2,986
7,2,8
5,0,2
35,36,603
14,58,128
14,0,200
35,11,217
8,68,3
12,1,38
304,1238,2194
16,4,6
45,8,0
6,8,0
24,14,0
14,26,88
12,44,8
13,49,30
8,20,7
24,12,7
4,9,1
32,32,661
8,4,10
17,4,112
42,4,0
622,192,3884
50,9,66
114,217,3943
51,0,488
14,11,0
38,110,644
12,4,2
405,13,0
31,30,129
6,4,3
87,78,777
10,18,0
59,2,32
113,73,2640
1175,62,1922
5142,28,6757
47,13,0
7,3,63
5,4,0
64,192,298
4,0,1
30,32,186
104,18,417
19,4,1
26,34,20
43,3,114
34,8,0
30,3,313
13,3,70
46,10,329
23,7,5
8,1,0
6,3,0
14,4,1
318,16,40
44,31,442
368,2153,2951
4,31,24
13,3,16
6,15,20
61,68,94
13,84,1
5,24,33
38,26,312
6,9,12
40,163,174
7,3,0
12,40,132
13,6,24
824,283,3095
55,2,9
5,1,16
3398,601,17563
22,12,84
12,0,78
165,110,17
18,16,0
27,190,86
113,116,895
6,5,0
14,17,84
10,7,13
8,4,8
44,5,170
5,4,0
108,326,213
3,4,0
12,3,0
9,55,63
18,112,380
36,0,51
5,1,0
8,21,7
15,134,145
8,85,18
5,10,0
14,4,2
8,0,5
19,2,38
19,5,11
7,19,9
36,1,26
17,1,0
201,407,657
20,4,0
26,0,26
57,0,2
9,48,0
11,5,43
5,4,0
115,67,668
39,0,2
438,6,1270
15,20,0
25,0,48
62,24,461
3,2,0
17,1,15
22,35,108
55,14,35
41,59,311
6,1,0
22,171,88
29,10,157
8,64,12
37,57,707
40,7,58
124,215,3778
6,4,21
143,42,559
479,190,11460
21,11,328
17,0,15
66,157,2195
5,8,0
17,119,0
4,11,0
16,25,0
3,8,0
8,2,0
24,2,0
11,0,1
5,6,0
23,7,64
11,5,129
59,26,296
3,1,0
10,95,85
29,0,117
12,4,2
6,22,8
5,9,0
64,2,130
39,3,12
55,384,288
21,10,14
5,0,4
32,82,605
1050000,1,7
5,9,0
45,26,541
50,9,176
12,39,79
9,6,0
377,97,9093
109,622,1050
52,51,947
31,8,90
26,1666,281
22,34,34
105,15,0
42,163,99
21,55,0
8,6,0
17,1,11
7,11,0
17,21,12
25,10,215
182,1,677
9,21,18
54,5,0
1027,35,2019
1050000,6,58
135,3,360
11,48,0
27,12,0
37,183,519
48,9,2
26,5,17
214,29,1348
65,30,421
23,7,0
34,6,38
5,2,5
10,18,4
100,9,1557
9,8,0
10,38,0
38,60,423
30,3,2
5,0,4
766,276,8642
22,10,171
7,5,113
16,16,38
43,29,193
55,30,16
6,3,9
2,0,1
79,207,462
18,3,56
11,2,19
3005,377,17546
16,37,10
15,4,5
65,7,30
34,324,196
8145,14,28564
94,58,407
8,11,82
36,7,209
13,8,122
14,7,0
4,0,3
4,2,0
7,9,0
141,273,3231
10,28,91
10,4,24
33,42,200
28,3,6
12,30,36
15,17,11
9,22,18
5,28,0
8,6,49
24,31,62
37,0,28
287,56,2579
14,1,8
30,0,1
490,8,249
13,0,12
5,3,7
4,27,0
201,96,73
13,3,57
52,4,12
8,6,1
46,136,172
40,0,11
9,4,24
6,0,17
20,15,59
20,213,325
3,4,0
40,30,489
4,3,0
5,3,3
7,40,39
4,2,0
14,50,164
6,1,0
17,14,2
125,99,795
73,6,45
91,50,2081
3350,277,12514
131,192,3884
44,0,1
45,36,521
28,9,382
54,129,27
42,26,312
36,7,21
12,2,0
37,3,345
12,14,36
34,177,192
20,27,0
30,0,1
30,2,66
24,8,222
72,70,126
48,65,72
23,5,73
66,206,462
3,1,0
30,9,99
69,20,183
11,9,0
215,1801,2629
30,0,112
59,1,0
29,8,8
33,9,54
30,2,48
27,14,2
28,56,438
15,7,6
20,34,3
8,11,5
31,6,6
4,2,0
85,0,132
4,8,0
19,2,25
11,232,42
14,9,76
65,447,1329
191,3,77
5,4,0
523,174,417
20,121,22
12,1,24
26,1,435
12,4,0
39,1,0
11,5,0
19,37,0
1050000,13,14
23,111,433
838,40,1015
15,9,97
78,18,2486
8,100,0
73,773,1013
4,2,6
10,2,0
6,3,4
4,0,2
7,4,0
7,10,15
18,2,0
215,1,10
279,160,767
28,27,209
54,2,404
67,8,1125
4,0,2
61,229,1
8,1,19
108,19,210
165,6,22
10,37,0
52,7,0
1050000,21,44
43,10,73
22,16,90
757,189,2599
17,2,2
65,37,690
5,16,0
18,10,0
5,4,0
15,16,0
6,0,4
86,12,1640
9,49,0
145,40,1726
105,10,487
39,238,468
103,48,2370
6,6,0
13,29,98
9,2,0
133,192,3884
31,10,452
52,80,342
14,1,40
175,8,0
25,7,155
283,5,1813
149,84,451
21,37,148
55,45,264
1386,34,462
44,4,0
34,18,166
20,7,7
17,172,71
45,29,8
25,11,124
7,7,0
87,9,365
9,80,21
12,44,44
51,17,1744
9,27,27
13,0,10
28,0,92
71,157,510
21,2,0
50,58,952
37,167,254
5,6,1
6,6,0
20,2,29
24,12,61
22,7,102
350,40,395
73,41,1658
17,0,5
7,27,32
224,43,4103
18,3,21
5,9,45
7,46,56
761,45,16
29,45,201
11,4,4
63,15,2246
391,87,1429
63,6,5
285,28,5625
84,3,8
24,14,59
9,12,1
8,3,81
48,1,0
4,1,0
25,2,3
15,4,0
248,26,45
16,2,34
6,2,0
1050000,37,207
214,135,4216
11,6,16
5,4,0
20,301,28
46,2,172
5,35,0
121,6,16
5,22,9
8,6,2
49,5,0
127,7,0
34,45,256
20,12,0
4617,15,21244
54,23,503
33,6,9
112,3,170
10,34,54
26,29,30
20,1,12
17,17,20
5,2,0
7,10,2
5,0,90
9,0,3
4,0,1
1147,35,106
45,13,48
948,200,1272
7,6,16
35,6,1
24,23,0
195,0,98
51,15,109
24,1,62
10,1,48
41,20,411
87,9,3491
5290,638,13759
25,8,0
1921,241,3997
1050000,0,1
8,39,36
10,4,14
28,1,0
6,7,0
9,11,65
3,0,1
4,0,20
110,209,3784
26,2,36
10,9,0
24,3,38
1094,88,354
27,2,2
17,3,0
1944,1117,297
15,1,0
96,53,150
12,63,36
131,42,490
391,284,30
9,5,10
124,4,1276
11,1,15
60,14,1428
4,2,0
36,38,579
16,10,151
71,19,1020
1051,173,6911
7,52,1
12,16,10
5,13,0
359,220,2769
316,1029,5029
6,0,24
3346,1043,1248
6,13,3
40,46,305
1050000,0,6
5,4,0
31,6,32
26,82,237
91,139,1539
7,6,0
54,4,22
99,16,883
60,18,1026
812,12,3127
7,12,0
20,3,25
7,40,52
12,34,191
15,11,0
4,7,0
163,65,636
17,41,24
5,0,2
6,0,1
701,863,339
20,6,0
75,176,1323
15,21,72
29,1,0
12,47,86
23,11,286
129,3,1563
1005,101,2515
15,10,5
204,213,3583
21,29,203
16,27,0
14,4,17
17,0,3
1488,213,916
222,38,3184
4210,4,482
4,2,10
22,27,2
14,1,286
45,107,79
4,2,0
9867,6731,3048
575,10,6058
17,0,130
89,25,1402
20,1,1
179,2,0
651,130,685
9,4,0
201,54,9275
13,4,6
11,10,92
94,141,1618
21,8,41
4,2,0
7,7,0
11,1,2
11,18,9
118,86,1827
85,75,492
19,0,1
4,11,27
15,2,11
5,3,0
15,42,65
6,18,13
28,10,210
6,0,2
214,63,40
17,43,12
44,0,1
9,11,0
6788,6,93
107,155,186
27,4,15
180,17,309
18,95,91
104,112,219
6,0,8
11,12,0
5,12,25
5,0,2
24,29,40
9,19,0
12,3,65
97,99,1552
47,2,0
31,240,179
21,4,0
77,22,2
4,0,1
15,44,65
127,219,771
29,6,82
38,5,219
9,2,4
4,1,0
840,157,3081
84,187,2557
4,35,0
10,14,17
267,832,1933
37,34,34
44,2,186
4,0,3
18,96,5
1050000,1,3
5,3,0
17,5,222
3,4,3
27,0,8
23,4,0
262,2098,2951
110,40,775
29,28,8
274,105,3547
27,40,411
42,22,319
24,11,58
5,27,14
31,26,21
51,3,193
63,537,210
18,27,135
27,57,359
9,4,0
6,3,0
76,180,2123
10,1,0
16,28,78
5,0,3
5,0,3
25,27,83
6,13,0
34,10,66
14,1,0
38,4,128
26,3,57
5,2,0
17,24,193
60,3,20
54,2,91
91,0,168
6,0,44
10,4,38
22,33,0
5,51,0
250,28,1746
5,4,0
24,2,67
18,2,9
20,36,100
8,0,2
86,1,50
49,76,917
4,1,3
101,0,1102
45,14,0
8,27,0
282,5,550
73,8,408
5,5,30
4,3,0
13,4,1
177,235,1048
36,29,396
98,33,1536
36,89,42
45,4,0
64,2,0
45,0,11
526,103,4149
31,55,194
21,6,0
32,22,389
38,2,0
867,196,24013
33,12,2
34,7,674
117,9,176
57,0,1
8,3,20
13,4,3
20,2,0
51,16,0
5,19,0
9,32,38
6,2,24
63,45,907
80,9,206
13,7,88
7,13,82
10,15,5
19,29,159
28,45,493
11,15,7
20,8,76
19,104,239
66,121,838
5,6,0
134,94,3097
17,24,0
28,14,111
30,4,0
10,55,25
25,225,79
11,4,10
8,0,14
527,377,2006
2499,616,1250
36,59,25
7,3,0
23,7,14
19,27,10
27,22,397
20,36,7
18,0,33
6,9,3
39,362,632
18,1,0
22,221,362
105,3,1716
7,12,31
11,1,54
25,42,255
3,16,0
3,7,16
6,5,35
50,32,25
150,7,284
21,1,19
5,3,4
3811,19,6390
58,129,224
13,64,119
207,15,1109
26,8,57
9,10,0
76,12,165
13,16,5
8,2,0
7,6,0
18,2,5
4,2,0
5,4,1
49,100,1303
25,5,93
20,8,90
257,162,2409
11,36,59
32,50,484
23,307,56
56,20,302
57,14,126
96,2924,1042
10,2,36
4,4,3
14,158,92
9,3,12
27,1,1
18,17,84
19,7,0
38,1,40
24,7,814
7,0,49
25,6,15
10,19,4
16,0,7
6,13,81
12,10,0
25,4,30
7,20,4
10,0,3
17,205,620
7,4,24
6,28,0
5,0,2
4,0,2
9,29,34
4,0,1
33,4,289
8,38,0
7,7,27
25,9,0
29,6,0
196,16,308
7,10,14
21,15,72
51,38,579
16,17,0
23,0,3
30,0,121
120,27,6
5,12,30
6,2,19
296,4531,12475
5,0,1
49,1,0
18,0,45
18,2,15
112,307,728
160,44,3222
13,1,0
15,37,20
210,1,0
56,164,1397
174,73,1222
33,26,292
45,59,62
16,188,135
46,66,0
7,0,8
20,11,0
3,0,2
534,30,234
25,0,1
63,54,784
4,12,0
23,0,3
39,4,312
20,8,12
4,0,1
31,16,0
59,0,42
6,4,0
5,0,1
26,280,238
10,231,161
206,5,0
28,124,111
152,7,346
36,55,328
46,0,10
26,0,2
25,0,8
5,20,15
27,50,0
6,10,3
7,10,0
16,41,82
90,45,1477
3168,55,1688
4,6,0
107,192,3884
24,12,26
66,18,657
5,2,0
33,6,32
32,2,0
12,3,15
75,255,0
2033,150,1593
3076,98,1200
21,4,0
23,1,0
69,167,607
16,3,19
5,1,0
4,18,0
45,260,395
260,4983,11639
26,9,319
129,2,780
36,6,530
5,3,4
56,26,684
20,5,8
21,3,0
115,15,1691
16,6,22
7,7,19
97,172,574
10,63,0
671,62,3943
5,9,79
4,0,5
21,0,51
30,0,1
14,302,6
359,800,1965
141,219,351
120,105,101
7,2,8
4,6,2
5222,246,15561
36,77,102
22,1,156
21,16,94
25,17,116
3,0,9
1198,2780,1241
77,0,81
6,8,0
5,15,30
62,36,593
7,6,0
19,1,0
1050000,3,0
33,16,16
40,40,287
660,34,34
11,1,170
31,8,0
54,77,454
18,3,36
10744,67,8502
4,13,0
49,22,3
19,107,26
10,174,0
22,24,7
7,12,21
58,8,0
7,5,16
16,41,54
7,14,0
9,27,0
27,36,47
40,18,0
14,0,37
5,0,3
6,2,4
45,87,925
19,61,182
11,2,4
14,40,132
4,0,1
62,6,127
7,1,0
21,3,242
20,2,9
21,10,38
4,0,2
897,41,550
5,6,0
3841,111,17058
67,16,183
6,0,6
11,10,5
6,0,4
144,0,1
3,0,40
244,59,223
163,222,562
10,9,0
545,50,77
83,52,2659
148,53,3167
53,36,33
109,132,123
82,24,2189
7,3,9
43,3,10
44,0,12
15,78,0
15,1,0
4,1,0
207,11,2678
84,37,2401
24,103,93
22,4,52
6,6,8
10,19,0
211,2,43
43,21,1388
11,5,2
28,0,3
15,40,23
9,0,1
22,65,20
401,4,3334
6,2,0
42,0,231
341,7,575
59,0,9
9,1,0
7,0,2
44,4,15
96,52,303
15,19,0
22,1,194
13,3,0
28,3,103
21,11,5
38,4,17
16,16,61
148,192,3884
174,146,2864
6,2,0
25,10,1
12,2,53
38,0,1
20,10,6
24,53,150
8,1,11
6,17,0
84,120,182
21,0,10
20,8,0
7,4,37
46,4,20
15,18,96
21,33,361
25,74,274
30,24,1374
61,65,831
4,2,4
9,4,0
31,215,592
5,8,8
31,15,12
13,64,91
179,161,2151
592,16,19
26,7,59
4,14,0
14,26,97
18,4,0
7,2,9
5,4,0
20,14,72
18,21,3
52,77,1043
